Field Activity Id,Field Activity Type Code,cre_dt,Latitude For Service Point,Longitude For Service Point,Premise Address Line 1,Premise City,Premise State,Premise Unit Zip Code
4691792208,NMRLAG,2022-05-05,30.2636038,-81.7325557,4254 CONFEDERATE POINT RD,JACKSONVILLE,FL,32210
5345757961,NMRLAG,2022-05-05,30.2548026,-81.7290856,4925 SEABOARD CT,JACKSONVILLE,FL,32210
5557276782,NMRLAG,2022-05-05,30.252798,-81.6947011,4346 VENETIA BLVD,JACKSONVILLE,FL,32210
5889792126,NMRLAG,2022-05-05,30.2681724,-81.7153482,4205 ORTEGA FOREST DR,JACKSONVILLE,FL,32210
7516291408,NMRLAG,2022-05-05,30.2854433,-81.7136582,4204 HERSCHEL ST,JACKSONVILLE,FL,32210
8609871244,NMRLAG,2022-05-05,30.2660197,-81.7127891,4205 ROBIN HOOD RD,JACKSONVILLE,FL,32210
0120671490,NMRLAG,2022-05-05,30.2635222,-81.7002184,4725 APACHE AVE,JACKSONVILLE,FL,32210
0622751835,NMRLAG,2022-05-05,30.2475993,-81.7299762,5675 TIMUQUANA RD STE 7,JACKSONVILLE,FL,32210
1476537716,NMRLAG,2022-05-05,30.2659397,-81.7405869,4022 TYNDALE DR,JACKSONVILLE,FL,32210
4027985704,NMRLAG,2022-05-05,30.2616728,-81.7366083,4355 BUCK POINT RD,JACKSONVILLE,FL,32210
4693254798,NMRLAG,2022-05-05,30.2640687,-81.7003426,4314 PAWNEE ST,JACKSONVILLE,FL,32210
4859294155,NMRLAG,2022-05-05,30.2500644,-81.7227609,5416 101ST ST APT 4,JACKSONVILLE,FL,32210
5680944807,NMRLAG,2022-05-05,30.2826284,-81.7105045,4125 SAN JUAN AVE,JACKSONVILLE,FL,32210
6497035896,NMRLAG,2022-05-05,30.2677469,-81.7106761,4303 WATER OAK LN,JACKSONVILLE,FL,32210
8627341763,NMRLAG,2022-05-05,30.2635493,-81.7008014,4712 APACHE AVE,JACKSONVILLE,FL,32210
9405947293,NMRLAG,2022-05-05,30.2605208,-81.7107286,4719 ORTEGA FOREST DR,JACKSONVILLE,FL,32210
9475011356,NMRLAG,2022-05-05,30.254359,-81.7071877,5031 ORTEGA FOREST DR,JACKSONVILLE,FL,32210
9667314669,NMRLAG,2022-05-05,30.261694,-81.6986312,4815 ARAPAHOE AVE,JACKSONVILLE,FL,32210
1621962078,NMRLAG,2022-05-05,30.2616724,-81.6995781,4815 APACHE AVE,JACKSONVILLE,FL,32210
3615161987,NMRLAG,2022-05-05,30.2486139,-81.6909346,4160 ROMA BLVD,JACKSONVILLE,FL,32210
4307477666,NMRLAG,2022-05-05,30.264748,-81.7383575,4125 BLANDING BLVD,JACKSONVILLE,FL,32210
6850012647,NMRLAG,2022-05-05,30.2693477,-81.706009,2922 ARAPAHOE AVE,JACKSONVILLE,FL,32210
8706378342,NMRLAG,2022-05-05,30.255799,-81.727408,4840 LOFTY PINES CIR W,JACKSONVILLE,FL,32210
9131082559,NMRLAG,2022-05-05,30.2497413,-81.7007603,4602 CATES AVE,JACKSONVILLE,FL,32210
1125991932,NMRLAG,2022-05-05,30.2013818,-81.7215503,8163 PINEVERDE LN,JACKSONVILLE,FL,32244
2250783836,NMRLAG,2022-05-05,30.2374163,-81.7182857,5261 PENNANT DR,JACKSONVILLE,FL,32244
3834072888,NMRLAG,2022-05-05,30.3231954,-81.6893784,2297 EDISON AVE,JACKSONVILLE,FL,32204
3918487512,NMRLAG,2022-05-05,30.2185739,-81.7331178,5900 TOWNSEND RD APT 217,JACKSONVILLE,FL,32244
5721531834,NMRLAG,2022-05-05,30.2165982,-81.7338693,5900 TOWNSEND RD APT 1037,JACKSONVILLE,FL,32244
6450669091,NMRLAG,2022-05-05,30.2172649,-81.7050891,4825 MANVILLE CIR,JACKSONVILLE,FL,32244
7372901695,NMRLAG,2022-05-05,30.2169359,-81.7270523,5561 SHADY PINE ST S,JACKSONVILLE,FL,32244
0379841333,NMRLAG,2022-05-05,30.2761866,-81.7053483,2706 HARVARD AVE,JACKSONVILLE,FL,32210
3487470020,NMRLAG,2022-05-05,30.2681683,-81.7034158,4227 FOREST PARK RD,JACKSONVILLE,FL,32210
3960702594,NMRLAG,2022-05-05,30.2760788,-81.7059558,4066 MCGIRTS BV,JACKSONVILLE,FL,32210
5416220059,NMRLAG,2022-05-05,30.2703187,-81.7038809,4242 ORTEGA BLVD APT 24,JACKSONVILLE,FL,32210
6828032298,NMRLAG,2022-05-05,30.27005,-81.7037428,4242 ORTEGA BLVD APT 9,JACKSONVILLE,FL,32210
1459363232,NMRLAG,2022-05-05,30.2507081,-81.7309535,5166 SEABOARD AV,JACKSONVILLE,FL,32210
2168950719,NMRLAG,2022-05-05,30.2642326,-81.7405266,6022 SUDBURY AVE,JACKSONVILLE,FL,32210
2945940739,NMRLAG,2022-05-05,30.2579898,-81.7094751,4868 KING RICHARD RD,JACKSONVILLE,FL,32210
3889890640,NMRLAG,2022-05-05,30.2619212,-81.7408291,4354 BLANDING BLVD,JACKSONVILLE,FL,32210
4021929037,NMRLAG,2022-05-05,30.2854433,-81.7136582,4208 HERSCHEL ST,JACKSONVILLE,FL,32210
4213616496,NMRLAG,2022-05-05,30.2591481,-81.7073012,4808 PRINCESS ANNE LN,JACKSONVILLE,FL,32210
4672014369,NMRLAG,2022-05-05,30.2573718,-81.698097,4982 ORTEGA BLVD,JACKSONVILLE,FL,32210
6475814815,NMRLAG,2022-05-05,30.2831568,-81.7083857,1923 WOODMERE DR,JACKSONVILLE,FL,32210
7193551641,NMRLAG,2022-05-05,30.2588497,-81.7024625,4810 WATER OAK LN,JACKSONVILLE,FL,32210
8843262920,NMRLAG,2022-05-05,30.24801,-81.7026324,4659 TIMUQUANA RD,JACKSONVILLE,FL,32210
2025081446,NMRLAG,2022-05-05,30.2078798,-81.7173968,5412 BRISTOL BAY LN S,JACKSONVILLE,FL,32244
3725054129,NMRLAG,2022-05-05,30.2119623,-81.7063651,7489 GREENWAY DR,JACKSONVILLE,FL,32244
3853220067,NMRLAG,2022-05-05,30.3506301,-81.6665987,2114 DOCTOR ROY BAKER ST,JACKSONVILLE,FL,32209
0605856367,NMRLAG,2022-05-05,30.2489508,-81.7414602,6110 TRANSYLVANIA AVE,JACKSONVILLE,FL,32210
1271581073,NMRLAG,2022-05-05,30.2489318,-81.7394649,6011 103RD ST STE 10,JACKSONVILLE,FL,32210
2963986750,NMRLAG,2022-05-05,30.2818069,-81.7164546,4324 SAN JUAN AVE,JACKSONVILLE,FL,32210
4088103432,NMRLAG,2022-05-05,30.2497128,-81.7045352,4750 CATES AVE,JACKSONVILLE,FL,32210
4432213505,NMRLAG,2022-05-05,30.2547698,-81.707482,5017 ORTEGA FOREST DR,JACKSONVILLE,FL,32210
4958320681,NMRLAG,2022-05-05,30.2553311,-81.7269992,4841 LOFTY PINES CIR W,JACKSONVILLE,FL,32210
5116598511,NMRLAG,2022-05-05,30.2555872,-81.7249329,4802 TARA WOODS DR E,JACKSONVILLE,FL,32210
5508265908,NMRLAG,2022-05-05,30.2567618,-81.7052063,4779 LONG BOW RD,JACKSONVILLE,FL,32210
5634429744,NMRLAG,2022-05-05,30.2648472,-81.7392832,4129 SUDBURY AVE,JACKSONVILLE,FL,32210
5921663266,NMRLAG,2022-05-05,30.2506607,-81.6995222,5400 WATER OAK LN UNIT 401,JACKSONVILLE,FL,32210
0551107013,NMRLAG,2022-05-05,30.2522061,-81.6896423,5210 YACHT CLUB RD,JACKSONVILLE,FL,32210
4405928943,NMRLAG,2022-05-05,30.2596017,-81.69861,4919 ARAPAHOE AVE,JACKSONVILLE,FL,32210
4522455337,NMRLAG,2022-05-05,30.2486624,-81.7374277,5988 CREEKSIDE CROSSING DR,JACKSONVILLE,FL,32210
8778326550,NMRLAG,2022-05-05,30.2486767,-81.6930887,4245 GARIBALDI AVE,JACKSONVILLE,FL,32210
8896009628,NMRLAG,2022-05-05,30.2563937,-81.7321918,5598 LA MOYA AVE,JACKSONVILLE,FL,32210
0246464734,NMRLAG,2022-05-05,30.2118538,-81.7152223,7677 ORTEGA BLUFF PKWY,JACKSONVILLE,FL,32244
0727375754,NMRLAG,2022-05-05,30.2357572,-81.7219912,6303 CATOMA ST,JACKSONVILLE,FL,32244
1385039536,NMRLAG,2022-05-05,30.2641125,-81.7398795,4218 BLANDING BLVD STE 100,JACKSONVILLE,FL,32210
1478851339,NMRLAG,2022-05-05,30.2480877,-81.7291754,5640 MINOCQUA ST,JACKSONVILLE,FL,32210
1713938119,NMRLAG,2022-05-05,30.2647964,-81.7419467,4134 RENDALE DR,JACKSONVILLE,FL,32210
1939107007,NMRLAG,2022-05-05,30.2495289,-81.6936457,4265 GENOA AVE,JACKSONVILLE,FL,32210
2111294436,NMRLAG,2022-05-05,30.2553445,-81.6930753,5028 YACHT CLUB RD,JACKSONVILLE,FL,32210
4196133143,NMRLAG,2022-05-05,30.2619957,-81.7145591,4559 ORTEGA ISLAND DR N,JACKSONVILLE,FL,32210
4850772536,NMRLAG,2022-05-05,30.2488591,-81.6882286,4101 VENETIA BLVD,JACKSONVILLE,FL,32210
4969922638,NMRLAG,2022-05-05,30.2540302,-81.6899591,5151 YACHT CLUB RD,JACKSONVILLE,FL,32210
4999113195,NMRLAG,2022-05-05,30.2577015,-81.7093875,4878 KING RICHARD RD,JACKSONVILLE,FL,32210
5560972431,NMRLAG,2022-05-05,30.2573496,-81.6970896,4994 VANDIVEER RD,JACKSONVILLE,FL,32210
8830177776,NMRLAG,2022-05-05,30.2489509,-81.6947881,4314 GENOA AVE,JACKSONVILLE,FL,32210
9020536920,NMRLAG,2022-05-05,30.2623208,-81.7358023,4328 SMUGGLERS WAY,JACKSONVILLE,FL,32210
9068683725,NMRLAG,2022-05-05,30.2567444,-81.7007562,4895 WATER OAK LN,JACKSONVILLE,FL,32210
9099539403,NMRLAG,2022-05-05,30.2533351,-81.7007225,4605 LONG BOW RD S,JACKSONVILLE,FL,32210
1876911004,NMRLAG,2022-05-05,30.2058807,-81.7164136,7927 VIVERA CT,JACKSONVILLE,FL,32244
6417282044,NMRLAG,2022-05-05,30.2155051,-81.7336554,5900 TOWNSEND RD APT 1534,JACKSONVILLE,FL,32244
8537378573,NMRLAG,2022-05-05,30.2374948,-81.7230172,6150 CATOMA ST,JACKSONVILLE,FL,32244
9054636624,NMRLAG,2022-05-05,30.2209306,-81.7266352,5588 ASHLEIGH PARK DR,JACKSONVILLE,FL,32244
9146531950,NMRLAG,2022-05-05,30.2419825,-81.716935,5926 CREED CT,JACKSONVILLE,FL,32244
5531556899,NMRLAG,2022-05-05,30.2851224,-81.7195264,4297 ROOSEVELT BLVD,JACKSONVILLE,FL,32210
1390470331,NMRLAG,2022-05-05,30.247043,-81.7176843,5240 TIMUQUANA RD,JACKSONVILLE,FL,32210
2329743899,NMRLAG,2022-05-05,30.2496108,-81.736068,5907 CREEKSIDE CROSSING DR,JACKSONVILLE,FL,32210
3411214209,NMRLAG,2022-05-05,30.2498316,-81.699282,4521 SUSSEX AVE UNIT 2,JACKSONVILLE,FL,32210
3420046490,NMRLAG,2022-05-05,30.2630267,-81.7334826,4227 SAINT FRANCIS CIR,JACKSONVILLE,FL,32210
3555328918,NMRLAG,2022-05-05,30.24895236,-81.73076329,5342 SEABOARD AVE,JACKSONVILLE,FL,32210
4517309267,NMRLAG,2022-05-05,30.2587183,-81.7295073,4483 CEDAR CREEK LN,JACKSONVILLE,FL,32210
5261026843,NMRLAG,2022-05-05,30.2487075,-81.7374245,5986 CREEKSIDE CROSSING DR,JACKSONVILLE,FL,32210
7627701916,NMRLAG,2022-05-05,30.2664681,-81.7405053,3921 RENDALE DR,JACKSONVILLE,FL,32210
8073828187,NMRLAG,2022-05-05,30.2541907,-81.6913316,5118 YACHT CLUB RD,JACKSONVILLE,FL,32210
9127614392,NMRLAG,2022-05-05,30.2643554,-81.7094037,4618 VERONA AVE,JACKSONVILLE,FL,32210
9131531642,NMRLAG,2022-05-05,30.246881,-81.720166,5340 TIMUQUANA RD,JACKSONVILLE,FL,32210
9529675000,NMRLAG,2022-05-05,30.2553,-81.6973254,5075 ORTEGA BLVD,JACKSONVILLE,FL,32210
9848847149,NMRLAG,2022-05-05,30.2522789,-81.7028592,5035 LONG BOW RD,JACKSONVILLE,FL,32210
2038423961,NMRLAG,2022-05-05,30.2159599,-81.7084642,7305 GREENWAY DR,JACKSONVILLE,FL,32244
2727802895,NMRLAG,2022-05-05,30.21155,-81.7063431,7493 GREENWAY DR,JACKSONVILLE,FL,32244
3082061034,NMRLAG,2022-05-05,30.2161569,-81.7101689,7242 PINEVILLE DR,JACKSONVILLE,FL,32244
4899506643,NMRLAG,2022-05-05,30.3510099,-81.6654378,2125 JAMES HALL DR APT HM01,JACKSONVILLE,FL,32209
6584641253,NMRLAG,2022-05-05,30.2122151,-81.7063985,7485 GREENWAY DR,JACKSONVILLE,FL,32244
7912753294,NMRLAG,2022-05-05,30.2368741,-81.7208879,6234 SUNDOWN DR,JACKSONVILLE,FL,32244
8052287416,NMRLAG,2022-05-05,30.2172156,-81.7281877,7119 SHADY PINE CT,JACKSONVILLE,FL,32244
1874567831,NMRLAG,2022-05-05,30.2545467,-81.7276332,4905 LOFTY PINES CIR W,JACKSONVILLE,FL,32210
2391415892,NMRLAG,2022-05-05,30.2616331,-81.7012755,4814 ALGONQUIN AVE,JACKSONVILLE,FL,32210
4667748171,NMRLAG,2022-05-05,30.2843989,-81.7085087,1855 WOODMERE DR,JACKSONVILLE,FL,32210
4943272346,NMRLAG,2022-05-05,30.245147,-81.6814319,3829 TIMUQUANA RD,JACKSONVILLE,FL,32210
6032521330,NMRLAG,2022-05-05,30.2471843,-81.7017556,4642 TIMUQUANA RD,JACKSONVILLE,FL,32210
6154708199,NMRLAG,2022-05-05,30.2549268,-81.6971707,5064 PIRATES COVE RD,JACKSONVILLE,FL,32210
6191596388,NMRLAG,2022-05-05,30.2590549,-81.7016183,4817 WATER OAK LN,JACKSONVILLE,FL,32210
6399282574,NMRLAG,2022-05-05,30.2793705,-81.7149891,4242 COLONIAL AVE,JACKSONVILLE,FL,32210
8373957372,NMRLAG,2022-05-05,30.2652335,-81.7000183,4261 PAWNEE ST,JACKSONVILLE,FL,32210
0303218364,NMRLAG,2022-05-05,30.2068819,-81.7178676,7911 WHITEHAVEN CT,JACKSONVILLE,FL,32244
1394875762,NMRLAG,2022-05-05,30.2266005,-81.7334907,5829 MORSE AVE,JACKSONVILLE,FL,32244
2368456483,NMRLAG,2022-05-05,30.2185739,-81.7331178,5900 TOWNSEND RD APT 212,JACKSONVILLE,FL,32244
5023815560,NMRLAG,2022-05-05,30.2433308,-81.6916831,5727 SALERNO RD,JACKSONVILLE,FL,32244
5056414529,NMRLAG,2022-05-05,30.2182978,-81.7348,5900 TOWNSEND RD APT 636,JACKSONVILLE,FL,32244
5530288519,NMRLAG,2022-05-05,30.2449582,-81.6906969,5629 SALERNO RD,JACKSONVILLE,FL,32244
7066271333,NMRLAG,2022-05-05,30.3233104,-81.6842321,484 LIME ST,JACKSONVILLE,FL,32204
7429247246,NMRLAG,2022-05-05,30.263837,-81.733628,4208 SAINT FRANCIS CIR,JACKSONVILLE,FL,32210
0308594928,NMRLAG,2022-05-05,30.2164417,-81.7169461,7502 ORTEGA BLUFF PKWY,JACKSONVILLE,FL,32244
0920887472,NMRLAG,2022-05-05,30.2149968,-81.7166855,7540 ORTEGA BLUFF PKWY,JACKSONVILLE,FL,32244
0952389654,NMRLAG,2022-05-05,30.2413956,-81.7161581,5179 110TH ST,JACKSONVILLE,FL,32244
1665437472,NMRLAG,2022-05-05,30.2184889,-81.7330791,5900 TOWNSEND RD APT 221,JACKSONVILLE,FL,32244
6330810193,NMRLAG,2022-05-05,30.2223692,-81.725544,5537 LAFAYETTE PARK DR N,JACKSONVILLE,FL,32244
8277737209,NMRLAG,2022-05-05,30.2190682,-81.7258205,5532 WESTLAND STATION RD,JACKSONVILLE,FL,32244
9897806538,NMRLAG,2022-05-05,30.2450301,-81.7326332,5750 FISHING PEN CREEK CT APT 3,JACKSONVILLE,FL,32244
7412685498,NMRLAG,2022-05-05,30.2182978,-81.7348,5900 TOWNSEND RD APT 621,JACKSONVILLE,FL,32244
7639122257,NMRLAG,2022-05-05,30.2109916,-81.7334256,5806 JASON DR,JACKSONVILLE,FL,32244
9118229947,NMRLAG,2022-05-05,30.2157432,-81.7042899,7411 PALM HILLS DR,JACKSONVILLE,FL,32244
9992950846,NMRLAG,2022-05-05,30.3604998,-81.6704206,1087 W 26TH ST,JACKSONVILLE,FL,32209
1107603318,NMRLAG,2022-05-05,30.2767281,-81.7002614,2935 YALE AVE,JACKSONVILLE,FL,32210
3489816657,NMRLAG,2022-05-05,30.2681683,-81.7034158,4227 FOREST PARK RD,JACKSONVILLE,FL,32210
3632443541,NMRLAG,2022-05-05,30.2835014,-81.7162958,4315 LEXINGTON AVE,JACKSONVILLE,FL,32210
6434949467,NMRLAG,2022-05-05,30.2769471,-81.7004372,2916 GRAND AVE,JACKSONVILLE,FL,32210
9899017354,NMRLAG,2022-05-05,30.267496,-81.7006108,4593 ORTEGA BLVD,JACKSONVILLE,FL,32210
6759835142,NMRLAG,2022-05-05,30.2574393,-81.7266283,4637 SEABOARD AVE,JACKSONVILLE,FL,32210
7474565149,NMRLAG,2022-05-05,30.2579106,-81.7323424,5627 COLUMBIA PL,JACKSONVILLE,FL,32210
0175548525,NMRLAG,2022-05-05,30.3163511,-81.6941888,2648 DELLWOOD AVE,JACKSONVILLE,FL,32204
1184113319,NMRLAG,2022-05-05,30.2425306,-81.7245591,5823 CALVARY DR,JACKSONVILLE,FL,32244
1640027773,NMRLAG,2022-05-05,30.2439183,-81.7273902,5559 BENNINGTON DR,JACKSONVILLE,FL,32244
1958939571,NMRLAG,2022-05-05,30.205356,-81.7173405,5330 VIVERA LN,JACKSONVILLE,FL,32244
5950332247,NMRLAG,2022-05-05,30.2052195,-81.7196758,5382 VIVERA LN,JACKSONVILLE,FL,32244
6061283509,NMRLAG,2022-05-05,30.2062581,-81.7172901,7920 VIVERA CT,JACKSONVILLE,FL,32244
9039622692,NMRLAG,2022-05-05,30.2165161,-81.7088259,7223 GREENWAY DR,JACKSONVILLE,FL,32244
9947514745,NMRLAG,2022-05-05,30.2746182,-81.7035251,4046 BALTIC ST,JACKSONVILLE,FL,32210
1322616494,NMRLAG,2022-05-05,30.2498142,-81.690126,4165 VENETIA BLVD,JACKSONVILLE,FL,32210
2659024235,NMRLAG,2022-05-05,30.2522046,-81.693579,4306 VENETIA BLVD,JACKSONVILLE,FL,32210
3367266216,NMRLAG,2022-05-05,30.2652205,-81.7151495,4406 SHERWOOD RD,JACKSONVILLE,FL,32210
4129810848,NMRLAG,2022-05-05,30.2637019,-81.7356573,4260 BUCK POINT RD,JACKSONVILLE,FL,32210
4610952932,NMRLAG,2022-05-05,30.2619226,-81.6980405,4803 ORTEGA BLVD,JACKSONVILLE,FL,32210
7447626500,NMRLAG,2022-05-05,30.2518904,-81.7520097,6629 ROMILLY DR,JACKSONVILLE,FL,32210
8640274881,NMRLAG,2022-05-05,30.2487933,-81.7032049,4677 BLOUNT AVE,JACKSONVILLE,FL,32210
9286280025,NMRLAG,2022-05-05,30.2518915,-81.7474966,6405 ROMILLY DR,JACKSONVILLE,FL,32210
0147912094,NMRLAG,2022-05-05,30.2215772,-81.7260669,5563 ASHLEIGH PARK DR,JACKSONVILLE,FL,32244
1991501098,NMRLAG,2022-05-05,30.2223498,-81.7270573,5601 LAFAYETTE PARK DR N,JACKSONVILLE,FL,32244
2822245225,NMRLAG,2022-05-05,30.2439131,-81.728812,5627 BRYNER DR,JACKSONVILLE,FL,32244
4065816239,NMRLAG,2022-05-05,30.2208617,-81.7311147,5704 CAYO COSTA PARK CT,JACKSONVILLE,FL,32244
4433076580,NMRLAG,2022-05-05,30.2445528,-81.735388,5703 BANYAN DR,JACKSONVILLE,FL,32244
6130297604,NMRLAG,2022-05-05,30.2092388,-81.716267,5383 MARSALA LN,JACKSONVILLE,FL,32244
8389476340,NMRLAG,2022-05-05,30.242588,-81.6960165,5917 ROOSEVELT BLVD STE 3A,JACKSONVILLE,FL,32244
9723279705,NMRLAG,2022-05-05,30.2419986,-81.7159978,5924 PAINTED PONY DR,JACKSONVILLE,FL,32244
2585011075,NMRLAG,2022-05-05,30.2780129,-81.700109,2902 HOLLY AVE,JACKSONVILLE,FL,32210
4066965350,NMRLAG,2022-05-05,30.2093419,-81.7175246,5430 BRISTOL BAY LN N,JACKSONVILLE,FL,32244
4348913984,NMRLAG,2022-05-05,30.2161197,-81.7343849,5900 TOWNSEND RD APT 1225,JACKSONVILLE,FL,32244
4899083871,NMRLAG,2022-05-05,30.2182978,-81.7348,5900 TOWNSEND RD APT 611,JACKSONVILLE,FL,32244
6729864363,NMRLAG,2022-05-05,30.2415599,-81.7152663,5935 PAINTED PONY DR,JACKSONVILLE,FL,32244
7109650577,NMRLAG,2022-05-05,30.2330323,-81.7363377,6421 SHORTLEAF PL,JACKSONVILLE,FL,32244
8542512374,NMRLAG,2022-05-05,30.2172995,-81.7328614,5900 TOWNSEND RD APT 912,JACKSONVILLE,FL,32244
9034211129,NMRLAG,2022-05-05,30.2135728,-81.7151334,7618 ORTEGA BLUFF PKWY,JACKSONVILLE,FL,32244
9100903630,NMRLAG,2022-05-05,30.2750255,-81.7008797,4004 ORTEGA BLVD,JACKSONVILLE,FL,32210
9972800710,NMRLAG,2022-05-05,30.2606842,-81.7135487,4591 ORTEGA ISLAND DR N,JACKSONVILLE,FL,32210
